math score,reading score,writing score,average_score,performance_level,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
73,56,57,62.0,C,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
53,52,42,49.0,E,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
45,48,46,46.333333333333336,E,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
73,79,84,78.66666666666667,B,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
70,78,78,75.33333333333333,B,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
37,46,46,43.0,E,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
81,82,82,81.66666666666667,B,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
97,82,88,89.0,A,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
67,89,82,79.33333333333333,B,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
88,75,76,79.66666666666667,B,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
77,76,77,76.66666666666667,B,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
76,70,68,71.33333333333333,C,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
86,73,70,76.33333333333333,B,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
63,60,57,60.0,C,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
65,73,75,71.0,C,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
78,77,80,78.33333333333333,B,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
67,62,60,63.0,C,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
46,41,43,43.333333333333336,E,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
71,74,68,71.0,C,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
40,46,50,45.333333333333336,E,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
90,87,75,84.0,B,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
81,78,81,80.0,B,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
56,54,52,54.0,D,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
67,84,81,77.33333333333333,B,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
80,76,64,73.33333333333333,C,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
74,75,83,77.33333333333333,B,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
69,67,69,68.33333333333333,C,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
99,87,81,89.0,A,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
51,52,44,49.0,E,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
53,71,67,63.666666666666664,C,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
49,57,52,52.666666666666664,D,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
73,76,80,76.33333333333333,B,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
66,60,57,61.0,C,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
67,61,68,65.33333333333333,C,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
68,67,69,68.0,C,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
59,64,75,66.0,C,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
71,66,65,67.33333333333333,C,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
77,82,91,83.33333333333333,B,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
83,72,78,77.66666666666667,B,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
63,71,69,67.66666666666667,C,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
56,65,63,61.333333333333336,C,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
67,79,84,76.66666666666667,B,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
75,86,79,80.0,B,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
71,81,80,77.33333333333333,B,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
43,53,53,49.666666666666664,E,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
41,46,43,43.333333333333336,E,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
82,90,94,88.66666666666667,A,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
61,61,62,61.333333333333336,C,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
28,23,19,23.333333333333332,E,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
82,75,77,78.0,B,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
41,55,51,49.0,E,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
71,60,61,64.0,C,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
47,37,35,39.666666666666664,E,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
62,56,53,57.0,D,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
90,78,81,83.0,B,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
83,93,95,90.33333333333333,A,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
61,68,66,65.0,C,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
76,70,69,71.66666666666667,C,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
49,51,43,47.666666666666664,E,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
24,38,27,29.666666666666668,E,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
35,55,60,50.0,D,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
58,61,52,57.0,D,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
61,73,63,65.66666666666667,C,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
69,76,74,73.0,C,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
67,72,67,68.66666666666667,C,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
79,73,67,73.0,C,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
72,80,75,75.66666666666667,B,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
62,61,57,60.0,C,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
77,94,95,88.66666666666667,A,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
75,74,66,71.66666666666667,C,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
87,74,76,79.0,B,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
52,65,69,62.0,C,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
66,57,52,58.333333333333336,D,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
63,78,80,73.66666666666667,C,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
46,58,57,53.666666666666664,D,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
59,71,70,66.66666666666667,C,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
61,72,70,67.66666666666667,C,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
63,61,61,61.666666666666664,C,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
42,66,69,59.0,D,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
59,62,61,60.666666666666664,C,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
80,90,89,86.33333333333333,A,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
58,62,59,59.666666666666664,D,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
85,84,78,82.33333333333333,B,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
52,58,58,56.0,D,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
27,34,32,31.0,E,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
59,60,58,59.0,D,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
49,58,60,55.666666666666664,D,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
69,58,53,60.0,C,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
61,66,61,62.666666666666664,C,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
44,64,58,55.333333333333336,D,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
73,84,85,80.66666666666667,B,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
84,77,71,77.33333333333333,B,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
45,73,70,62.666666666666664,C,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
74,74,72,73.33333333333333,C,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
82,97,96,91.66666666666667,A,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
59,70,73,67.33333333333333,C,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
46,43,41,43.333333333333336,E,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
80,90,82,84.0,B,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
85,95,100,93.33333333333333,A,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
71,83,77,77.0,B,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
66,64,62,64.0,C,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
80,86,83,83.0,B,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
87,100,95,94.0,A,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
79,81,71,77.0,B,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
38,49,45,44.0,E,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
38,43,43,41.333333333333336,E,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
67,76,75,72.66666666666667,C,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
64,73,70,69.0,C,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
57,78,67,67.33333333333333,C,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
62,64,64,63.333333333333336,C,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
73,70,75,72.66666666666667,C,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
73,67,59,66.33333333333333,C,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
77,68,77,74.0,C,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
76,67,67,70.0,C,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
57,54,56,55.666666666666664,D,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
65,74,77,72.0,C,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
48,45,41,44.666666666666664,E,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
50,67,63,60.0,C,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
85,89,95,89.66666666666667,A,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
74,63,57,64.66666666666667,C,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
60,59,54,57.666666666666664,D,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
59,54,67,60.0,C,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
53,43,43,46.333333333333336,E,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
49,65,55,56.333333333333336,D,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
88,99,100,95.66666666666667,A,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
54,59,62,58.333333333333336,D,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
63,73,68,68.0,C,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
65,65,63,64.33333333333333,C,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
82,80,77,79.66666666666667,B,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
52,57,56,55.0,D,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
87,84,85,85.33333333333333,A,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
70,71,74,71.66666666666667,C,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
84,83,78,81.66666666666667,B,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
71,66,60,65.66666666666667,C,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
63,67,67,65.66666666666667,C,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
51,72,79,67.33333333333333,C,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
84,73,69,75.33333333333333,B,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
71,74,68,71.0,C,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
74,73,67,71.33333333333333,C,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
68,59,62,63.0,C,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
57,56,54,55.666666666666664,D,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
82,93,93,89.33333333333333,A,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
57,58,64,59.666666666666664,D,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
47,58,67,57.333333333333336,D,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
59,85,80,74.66666666666667,C,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
41,39,34,38.0,E,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
62,67,62,63.666666666666664,C,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
86,83,86,85.0,A,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
69,71,65,68.33333333333333,C,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
65,59,53,59.0,D,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
68,63,54,61.666666666666664,C,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
64,66,59,63.0,C,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
61,72,70,67.66666666666667,C,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
61,56,55,57.333333333333336,D,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
47,59,50,52.0,D,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
73,66,66,68.33333333333333,C,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
50,48,53,50.333333333333336,D,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
75,68,64,69.0,C,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
75,66,73,71.33333333333333,C,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
70,56,51,59.0,D,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
89,88,82,86.33333333333333,A,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
67,81,79,75.66666666666667,B,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
78,81,80,79.66666666666667,B,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
59,73,69,67.0,C,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
73,83,76,77.33333333333333,B,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
79,82,73,78.0,B,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
67,74,77,72.66666666666667,C,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
69,66,60,65.0,C,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
86,81,80,82.33333333333333,B,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
47,46,42,45.0,E,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
81,73,72,75.33333333333333,B,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
64,85,85,78.0,B,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
100,92,97,96.33333333333333,A,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
65,77,74,72.0,C,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
65,58,49,57.333333333333336,D,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
53,61,62,58.666666666666664,D,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
37,56,47,46.666666666666664,E,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
79,89,89,85.66666666666667,A,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
53,54,48,51.666666666666664,D,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
100,100,100,100.0,A,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
72,65,68,68.33333333333333,C,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
53,58,55,55.333333333333336,D,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
54,54,45,51.0,D,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
71,70,76,72.33333333333333,C,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
77,90,91,86.0,A,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
75,58,62,65.0,C,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
84,87,91,87.33333333333333,A,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
26,31,38,31.666666666666668,E,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
72,67,65,68.0,C,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
77,88,85,83.33333333333333,B,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
91,74,76,80.33333333333333,B,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
83,85,90,86.0,A,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
63,69,74,68.66666666666667,C,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
68,86,84,79.33333333333333,B,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
59,67,61,62.333333333333336,C,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
90,90,91,90.33333333333333,A,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
71,76,83,76.66666666666667,B,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
76,62,66,68.0,C,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
80,68,72,73.33333333333333,C,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
55,64,70,63.0,C,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
76,71,67,71.33333333333333,C,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
73,71,68,70.66666666666667,C,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
52,59,56,55.666666666666664,D,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
68,68,61,65.66666666666667,C,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
59,52,46,52.333333333333336,D,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
49,52,54,51.666666666666664,D,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
70,74,71,71.66666666666667,C,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
61,47,56,54.666666666666664,D,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
60,75,74,69.66666666666667,C,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
64,53,57,58.0,D,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
79,82,82,81.0,B,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
65,85,76,75.33333333333333,B,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
64,64,70,66.0,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
83,83,90,85.33333333333333,A,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
81,88,90,86.33333333333333,A,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
54,64,68,62.0,C,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
68,64,66,66.0,C,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
54,48,52,51.333333333333336,D,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
59,78,76,71.0,C,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
66,69,68,67.66666666666667,C,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
76,71,72,73.0,C,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
74,79,82,78.33333333333333,B,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
94,87,92,91.0,A,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
63,61,54,59.333333333333336,D,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
95,89,92,92.0,A,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
40,59,54,51.0,D,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
82,82,80,81.33333333333333,B,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
68,70,66,68.0,C,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
55,59,54,56.0,D,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
79,78,77,78.0,B,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
86,92,87,88.33333333333333,A,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
76,71,73,73.33333333333333,C,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
64,50,43,52.333333333333336,D,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
62,49,52,54.333333333333336,D,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
54,61,62,59.0,D,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
77,97,94,89.33333333333333,A,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
76,87,85,82.66666666666667,B,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
74,89,84,82.33333333333333,B,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
66,74,73,71.0,C,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
66,78,78,74.0,C,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
67,78,79,74.66666666666667,C,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
71,49,52,57.333333333333336,D,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
91,86,84,87.0,A,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
69,58,57,61.333333333333336,C,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
54,59,50,54.333333333333336,D,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
53,52,49,51.333333333333336,D,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
68,60,59,62.333333333333336,C,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
56,61,60,59.0,D,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
36,53,43,44.0,E,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
29,41,47,39.0,E,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
62,74,70,68.66666666666667,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
68,67,73,69.33333333333333,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
47,54,53,51.333333333333336,D,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
62,61,58,60.333333333333336,C,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
79,88,94,87.0,A,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
73,69,68,70.0,C,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
66,83,83,77.33333333333333,B,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
51,60,58,56.333333333333336,D,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
51,66,62,59.666666666666664,D,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
85,66,71,74.0,C,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
97,92,86,91.66666666666667,A,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
75,69,68,70.66666666666667,C,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
79,82,80,80.33333333333333,B,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
81,77,79,79.0,B,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
82,95,89,88.66666666666667,A,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
64,63,66,64.33333333333333,C,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
78,83,80,80.33333333333333,B,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
92,100,97,96.33333333333333,A,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
72,67,64,67.66666666666667,C,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
62,67,64,64.33333333333333,C,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
79,72,69,73.33333333333333,C,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
79,76,65,73.33333333333333,C,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
87,90,88,88.33333333333333,A,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
40,48,50,46.0,E,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
77,62,64,67.66666666666667,C,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
53,45,40,46.0,E,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
32,39,33,34.666666666666664,E,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
55,72,79,68.66666666666667,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
61,67,66,64.66666666666667,C,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
53,70,70,64.33333333333333,C,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
73,66,62,67.0,C,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
74,75,79,76.0,B,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
63,74,74,70.33333333333333,C,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
96,90,92,92.66666666666667,A,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
